blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,6,5,5,68,0.45454545454545453
DeepSeek-V3,14,10,5,55,0.4166666666666667
DS-R1-Dist-Llama-70B,8,7,2,67,0.4666666666666667
DS-R1-Dist-Llama-8B,2,11,5,66,0.8461538461538461
DS-R1-Dist-Qwen-14B,4,8,6,66,0.6666666666666666
DS-R1-Dist-Qwen-32B,8,8,8,60,0.5
DS-R1-Dist-Qwen-7B,4,8,2,70,0.6666666666666666
GPT-3.5-turbo,4,3,4,73,0.42857142857142855
GPT-4o,14,8,5,57,0.36363636363636365
Llama3.1-8B,6,14,5,59,0.7
Llama3.3-70B,14,8,2,60,0.36363636363636365
o3-mini,3,4,0,77,0.5714285714285714
Qwen2.5-14B,9,5,2,68,0.35714285714285715
Qwen2.5-32B,8,2,9,65,0.2
Qwen2.5-7B,7,4,10,63,0.36363636363636365
