blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,6,5,6,67,0.45454545454545453
DeepSeek-V3,21,3,6,54,0.125
DS-R1-Dist-Llama-70B,8,7,6,63,0.4666666666666667
DS-R1-Dist-Llama-8B,5,8,4,67,0.6153846153846154
DS-R1-Dist-Qwen-14B,6,6,6,66,0.5
DS-R1-Dist-Qwen-32B,10,6,9,59,0.375
DS-R1-Dist-Qwen-7B,7,5,1,71,0.4166666666666667
GPT-3.5-turbo,5,2,6,71,0.2857142857142857
GPT-4o,16,6,5,57,0.2727272727272727
Llama3.1-8B,13,7,11,53,0.35
Llama3.3-70B,18,4,2,60,0.18181818181818182
o3-mini,7,0,0,77,0.0
Qwen2.5-14B,10,4,6,64,0.2857142857142857
Qwen2.5-32B,7,3,7,67,0.3
Qwen2.5-7B,7,4,4,69,0.36363636363636365
