blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,5,6,5,68,0.5454545454545454
DeepSeek-V3,14,10,3,57,0.4166666666666667
DS-R1-Dist-Llama-70B,8,7,5,64,0.4666666666666667
DS-R1-Dist-Llama-8B,2,11,5,66,0.8461538461538461
DS-R1-Dist-Qwen-14B,6,6,5,67,0.5
DS-R1-Dist-Qwen-32B,7,9,4,64,0.5625
DS-R1-Dist-Qwen-7B,4,8,2,70,0.6666666666666666
GPT-3.5-turbo,4,3,2,75,0.42857142857142855
GPT-4o,14,8,0,62,0.36363636363636365
Llama3.1-8B,7,13,3,61,0.65
Llama3.3-70B,15,7,4,58,0.3181818181818182
o3-mini,4,3,0,77,0.42857142857142855
Qwen2.5-14B,8,6,5,65,0.42857142857142855
Qwen2.5-32B,6,4,8,66,0.4
Qwen2.5-7B,5,6,3,70,0.5454545454545454
