blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,8,3,7,66,0.2727272727272727
DeepSeek-V3,20,4,9,51,0.16666666666666666
DS-R1-Dist-Llama-70B,10,5,9,60,0.3333333333333333
DS-R1-Dist-Llama-8B,6,7,5,66,0.5384615384615384
DS-R1-Dist-Qwen-14B,8,4,5,67,0.3333333333333333
DS-R1-Dist-Qwen-32B,7,9,8,60,0.5625
DS-R1-Dist-Qwen-7B,5,7,4,68,0.5833333333333334
GPT-3.5-turbo,4,3,6,71,0.42857142857142855
GPT-4o,14,8,4,58,0.36363636363636365
Llama3.1-8B,12,8,7,57,0.4
Llama3.3-70B,17,5,4,58,0.22727272727272727
o3-mini,6,1,2,75,0.14285714285714285
Qwen2.5-14B,6,8,14,56,0.5714285714285714
Qwen2.5-32B,7,3,8,66,0.3
Qwen2.5-7B,7,4,4,69,0.36363636363636365
