blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,7,4,5,68,0.36363636363636365
DeepSeek-V3,18,6,6,54,0.25
DS-R1-Dist-Llama-70B,5,10,6,63,0.6666666666666666
DS-R1-Dist-Llama-8B,7,6,12,59,0.46153846153846156
DS-R1-Dist-Qwen-14B,4,8,5,67,0.6666666666666666
DS-R1-Dist-Qwen-32B,10,6,9,59,0.375
DS-R1-Dist-Qwen-7B,3,9,6,66,0.75
GPT-3.5-turbo,5,2,6,71,0.2857142857142857
GPT-4o,15,7,5,57,0.3181818181818182
Llama3.1-8B,13,7,5,59,0.35
Llama3.3-70B,16,6,4,58,0.2727272727272727
o3-mini,4,3,1,76,0.42857142857142855
Qwen2.5-14B,8,6,10,60,0.42857142857142855
Qwen2.5-32B,7,3,7,67,0.3
Qwen2.5-7B,8,3,2,71,0.2727272727272727
