blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,0,11,3,70,1.0
DeepSeek-V3,4,20,1,59,0.8333333333333334
DS-R1-Dist-Llama-70B,2,13,1,68,0.8666666666666667
DS-R1-Dist-Llama-8B,2,11,1,70,0.8461538461538461
DS-R1-Dist-Qwen-14B,1,11,5,67,0.9166666666666666
DS-R1-Dist-Qwen-32B,3,13,3,65,0.8125
DS-R1-Dist-Qwen-7B,1,11,1,71,0.9166666666666666
GPT-3.5-turbo,1,6,4,73,0.8571428571428571
GPT-4o,2,20,0,62,0.9090909090909091
Llama3.1-8B,6,14,3,61,0.7
Llama3.3-70B,1,21,4,58,0.9545454545454546
o3-mini,1,6,2,75,0.8571428571428571
Qwen2.5-14B,3,11,8,62,0.7857142857142857
Qwen2.5-32B,4,6,7,67,0.6
Qwen2.5-7B,2,9,2,71,0.8181818181818182
