blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,19,8,67,49,0.2962962962962963
DeepSeek-V3,20,2,99,22,0.09090909090909091
DS-R1-Dist-Llama-70B,0,5,21,117,1.0
DS-R1-Dist-Llama-8B,11,3,101,28,0.21428571428571427
DS-R1-Dist-Qwen-14B,7,1,80,55,0.125
DS-R1-Dist-Qwen-32B,18,8,57,60,0.3076923076923077
DS-R1-Dist-Qwen-7B,11,0,121,11,0.0
GPT-3.5-turbo,11,1,103,28,0.08333333333333333
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,124,0,0.0
Llama3.3-70B,22,0,121,0,0.0
o3-mini,2,1,9,131,0.3333333333333333
Qwen2.5-14B,10,1,93,39,0.09090909090909091
Qwen2.5-32B,9,3,87,44,0.25
Qwen2.5-7B,6,5,88,44,0.45454545454545453
