blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,18,9,66,50,0.3333333333333333
DeepSeek-V3,20,2,103,18,0.09090909090909091
DS-R1-Dist-Llama-70B,4,1,57,81,0.2
DS-R1-Dist-Llama-8B,5,9,84,45,0.6428571428571429
DS-R1-Dist-Qwen-14B,7,1,76,59,0.125
DS-R1-Dist-Qwen-32B,19,7,74,43,0.2692307692307692
DS-R1-Dist-Qwen-7B,9,2,117,15,0.18181818181818182
GPT-3.5-turbo,12,0,102,29,0.0
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,124,0,0.0
Llama3.3-70B,22,0,121,0,0.0
o3-mini,2,1,12,128,0.3333333333333333
Qwen2.5-14B,10,1,88,44,0.09090909090909091
Qwen2.5-32B,11,1,90,41,0.08333333333333333
Qwen2.5-7B,10,1,88,44,0.09090909090909091
