blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,19,8,73,43,0.2962962962962963
DeepSeek-V3,20,2,101,20,0.09090909090909091
DS-R1-Dist-Llama-70B,4,1,77,61,0.2
DS-R1-Dist-Llama-8B,5,9,98,31,0.6428571428571429
DS-R1-Dist-Qwen-14B,6,2,82,53,0.25
DS-R1-Dist-Qwen-32B,19,7,67,50,0.2692307692307692
DS-R1-Dist-Qwen-7B,10,1,123,9,0.09090909090909091
GPT-3.5-turbo,12,0,123,8,0.0
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,122,2,0.0
Llama3.3-70B,21,1,120,1,0.045454545454545456
o3-mini,2,1,9,131,0.3333333333333333
Qwen2.5-14B,11,0,99,33,0.0
Qwen2.5-32B,9,3,90,41,0.25
Qwen2.5-7B,3,8,68,64,0.7272727272727273
