blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,14,13,62,54,0.48148148148148145
DeepSeek-V3,14,8,101,20,0.36363636363636365
DS-R1-Dist-Llama-70B,1,4,27,111,0.8
DS-R1-Dist-Llama-8B,10,4,88,41,0.2857142857142857
DS-R1-Dist-Qwen-14B,5,3,86,49,0.375
DS-R1-Dist-Qwen-32B,21,5,77,40,0.19230769230769232
DS-R1-Dist-Qwen-7B,11,0,119,13,0.0
GPT-3.5-turbo,12,0,119,12,0.0
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,124,0,0.0
Llama3.3-70B,22,0,121,0,0.0
o3-mini,2,1,2,138,0.3333333333333333
Qwen2.5-14B,11,0,105,27,0.0
Qwen2.5-32B,12,0,121,10,0.0
Qwen2.5-7B,10,1,99,33,0.09090909090909091
