blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,19,8,66,50,0.2962962962962963
DeepSeek-V3,19,3,100,21,0.13636363636363635
DS-R1-Dist-Llama-70B,4,1,88,50,0.2
DS-R1-Dist-Llama-8B,6,8,91,38,0.5714285714285714
DS-R1-Dist-Qwen-14B,8,0,76,59,0.0
DS-R1-Dist-Qwen-32B,16,10,66,51,0.38461538461538464
DS-R1-Dist-Qwen-7B,11,0,122,10,0.0
GPT-3.5-turbo,11,1,101,30,0.08333333333333333
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,124,0,0.0
Llama3.3-70B,22,0,121,0,0.0
o3-mini,3,0,10,130,0.0
Qwen2.5-14B,10,1,93,39,0.09090909090909091
Qwen2.5-32B,12,0,97,34,0.0
Qwen2.5-7B,7,4,89,43,0.36363636363636365
