blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
DeepSeek-R1,19,8,75,41,0.2962962962962963
DeepSeek-V3,20,2,114,7,0.09090909090909091
DS-R1-Dist-Llama-70B,4,1,93,45,0.2
DS-R1-Dist-Llama-8B,3,11,66,63,0.7857142857142857
DS-R1-Dist-Qwen-14B,5,3,110,25,0.375
DS-R1-Dist-Qwen-32B,21,5,94,23,0.19230769230769232
DS-R1-Dist-Qwen-7B,9,2,125,7,0.18181818181818182
GPT-3.5-turbo,11,1,112,19,0.08333333333333333
GPT-4o,23,0,120,0,0.0
Llama3.1-8B,19,0,123,1,0.0
Llama3.3-70B,22,0,119,2,0.0
o3-mini,2,1,45,95,0.3333333333333333
Qwen2.5-14B,10,1,118,14,0.09090909090909091
Qwen2.5-32B,12,0,125,6,0.0
Qwen2.5-7B,6,5,83,49,0.45454545454545453
