blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_C3,13,15,26,156,0.5357142857142857
combo_L8,13,15,20,162,0.5357142857142857
combo_C1,14,14,11,171,0.5
combo_C2,15,13,20,162,0.4642857142857143
combo_D1+D2+D3,15,13,15,167,0.4642857142857143
combo_L7,15,13,16,166,0.4642857142857143
combo_D8,16,12,22,160,0.42857142857142855
combo_L1,16,12,29,153,0.42857142857142855
combo_L4+L5+L6,16,12,17,165,0.42857142857142855
combo_L2,17,11,19,163,0.39285714285714285
combo_L3,18,10,21,161,0.35714285714285715
combo_D4+D5+D6+D7,19,9,19,163,0.32142857142857145
