blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
combo_L7,11,23,14,162,0.6764705882352942
combo_L1,12,22,13,163,0.6470588235294118
combo_C1,13,21,8,168,0.6176470588235294
combo_D1+D2+D3,14,20,17,159,0.5882352941176471
combo_C3,15,19,16,160,0.5588235294117647
combo_D8,15,19,17,159,0.5588235294117647
combo_L2,15,19,16,160,0.5588235294117647
combo_L4+L5+L6,15,19,10,166,0.5588235294117647
combo_L8,15,19,14,162,0.5588235294117647
combo_C2,16,18,18,158,0.5294117647058824
combo_L3,17,17,20,156,0.5
combo_D4+D5+D6+D7,18,16,7,169,0.47058823529411764
